Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя,method,param_base_name,cleaned_value,smiles
Базовое_масло_5,02510.25,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,3063,ASTM D5293,Динамическая вязкость CCS -20°C,3063.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,02510.25,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,5503,ASTM D5293,Динамическая вязкость CCS -25°C,5503.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,02510.25,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,10694,ASTM D5293,Динамическая вязкость CCS -30°C,10694.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,02510.25,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,59.86,ASTM D445,"Кинематическая вязкость, при 40°C",59.86,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,02510.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.716,ASTM D445,"Кинематическая вязкость, при 100°C",8.716,CCCCCCCCCCCCCCCCCCCC
Противоизносная_присадка_9,02879.25,,,,No Method,nan,,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Детергент_1,01777.25,,,,No Method,nan,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Загуститель_3,п. B118590651,,,,No Method,nan,,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0318.25,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,784,ASTM D5293,Динамическая вязкость CCS -20°C,784.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0318.25,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1294,ASTM D5293,Динамическая вязкость CCS -25°C,1294.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0318.25,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,2234,ASTM D5293,Динамическая вязкость CCS -30°C,2234.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0318.25,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,21.8,ASTM D445,"Кинематическая вязкость, при 40°C",21.8,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0318.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.44,ASTM D445,"Кинематическая вязкость, при 100°C",4.44,CCCCCCCCCCCCCCCCCCCC
Детергент_1,0269.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,62.33,ASTM D445,"Кинематическая вязкость, при 100°C",62.33,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_1,0269.25,"Массовая доля кальция, ASTM D6481",% масс,15.13,ASTM D6481,Массовая доля кальция,15.13,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_1,0269.25,"Массовая доля серы, ASTM D6481",% масс,1.598,ASTM D6481,Массовая доля серы,1.598,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_1,0269.25,"Щелочное число, ASTM D2896",мг KOH/г,344.1,ASTM D2896,Щелочное число,344.1,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Дисперсант_4,08.07.24,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,1278.4,ASTM D445,"Кинематическая вязкость, при 100°C",1278.4,CCCCCCCCCCCC1CC(=O)N(C1=O)CCN
Загуститель_1,"0396.25 9,8% 2 гр","Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,493.8,ASTM D445,"Кинематическая вязкость, при 100°C",493.8,CCCCCCCCCCCCCCCCCCCC
Детергент_9,0241.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,14.96,ASTM D445,"Кинематическая вязкость, при 100°C",14.96,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_9,0241.25,"Массовая доля кальция, ASTM D6481",% масс,6.77,ASTM D6481,Массовая доля кальция,6.77,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_9,0241.25,"Массовая доля серы, ASTM D6481",% масс,0.165,ASTM D6481,Массовая доля серы,0.165,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_9,0241.25,Определение содержания воды методом Карла Фишера | ASTM D 6304,ppm,28438,No Method,Определение содержания воды методом Карла Фишера | ASTM D 6304,28438.0,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_9,0241.25,"Щелочное число, ГОСТ 11362",мг KOH/г,161.2,ГОСТ 11362,Щелочное число,161.2,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_9,0241.25,"Щелочное число, ASTM D2896",мг KOH/г,171.7,ASTM D2896,Щелочное число,171.7,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Противоизносная_присадка_11,0242.25,"Массовая доля серы, ASTM D6481",% масс,17.42,ASTM D6481,Массовая доля серы,17.42,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_11,0242.25,"Массовая доля фосфора, ASTM D6481",% масс,8.6,ASTM D6481,Массовая доля фосфора,8.6,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_11,0242.25,"Массовая доля цинка, ASTM D6481",% масс,9.44,ASTM D6481,Массовая доля цинка,9.44,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Антиоксидант_8,COMP-2024-0009-M,,,,No Method,nan,,CCC(CC)COC(=O)CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
Антиоксидант_7,п.EQ2023082507,,,,No Method,nan,,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)NC2=CC=C(C=C2)C(C)(C)CC(C)(C)C
Базовое_масло_7,095.25,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5600,ASTM D5293,Динамическая вязкость CCS -15°C,5600.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,095.25,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,11925,ASTM D5293,Динамическая вязкость CCS -20°C,11925.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,095.25,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,20000,ASTM D5293,Динамическая вязкость CCS -25°C,20000.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,095.25,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,76.92,ASTM D445,"Кинематическая вязкость, при 40°C",76.92,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,095.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.13,ASTM D445,"Кинематическая вязкость, при 100°C",9.13,CCCCCCCCCCCCCCCCCCCC
Противоизносная_присадка_7,02359.22,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,13.66,ASTM D445,"Кинематическая вязкость, при 100°C",13.66,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_7,02359.22,"Массовая доля кальция, ASTM D6481",% масс,0.006,ASTM D6481,Массовая доля кальция,0.006,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_7,02359.22,"Массовая доля фосфора, ASTM D6481",% масс,7.7,ASTM D6481,Массовая доля фосфора,7.7,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_7,02359.22,"Массовая доля цинка, ASTM D6481",% масс,9,ASTM D6481,Массовая доля цинка,9.0,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_7,02359.22,"Щелочное число, ГОСТ 11362",мг KOH/г,19.72,ГОСТ 11362,Щелочное число,19.72,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Базовое_масло_5,0973/25,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,51.43,ASTM D445,"Кинематическая вязкость, при 40°C",51.43,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,0973/25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.023,ASTM D445,"Кинематическая вязкость, при 100°C",8.023,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,0973/25,"Температура застывания, ГОСТ 20287, метод Б",°C,-28,ГОСТ 20287,Температура застывания,-28.0,CCCCCCCCCCCCCCCCCCCC
Детергент_6,01066.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,262.6,ASTM D445,"Кинематическая вязкость, при 100°C",262.6,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,01066.23,"Массовая доля кальция, ASTM D6481",% масс,10.13,ASTM D6481,Массовая доля кальция,10.13,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,01066.23,"Массовая доля серы, ASTM D6481",% масс,3.154,ASTM D6481,Массовая доля серы,3.154,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,01066.23,"Массовая доля фосфора, ASTM D6481",% масс,0.0006,ASTM D6481,Массовая доля фосфора,0.0006,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,01066.23,"Массовая доля цинка, ASTM D6481",% масс,0.0001,ASTM D6481,Массовая доля цинка,0.0001,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,01066.23,"Щелочное число, ASTM D2896",мг KOH/г,315.1,ASTM D2896,Щелочное число,315.1,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Базовое_масло_2,094.25,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,2217,ASTM D5293,Динамическая вязкость CCS -20°C,2217.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_2,094.25,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,4629,ASTM D5293,Динамическая вязкость CCS -25°C,4629.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_2,094.25,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,10028,ASTM D5293,Динамическая вязкость CCS -30°C,10028.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_2,094.25,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,32.19,ASTM D445,"Кинематическая вязкость, при 40°C",32.19,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_2,094.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,5.35,ASTM D445,"Кинематическая вязкость, при 100°C",5.35,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,01408.25,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5740,ASTM D5293,Динамическая вязкость CCS -15°C,5740.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,01408.25,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,12398,ASTM D5293,Динамическая вязкость CCS -20°C,12398.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,01408.25,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,24800,ASTM D5293,Динамическая вязкость CCS -25°C,24800.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,01408.25,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,49600,ASTM D5293,Динамическая вязкость CCS -30°C,49600.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,01408.25,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,99200,ASTM D5293,Динамическая вязкость CCS -35°C,99200.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,01408.25,"Индекс вязкости, ГОСТ 25371",–,92,ГОСТ 25371,Индекс вязкости,92.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,01408.25,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,78.85,ASTM D445,"Кинематическая вязкость, при 40°C",78.85,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_7,01408.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.298,ASTM D445,"Кинематическая вязкость, при 100°C",9.298,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,01987.25,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,507,ASTM D5293,Динамическая вязкость CCS -15°C,507.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,01987.25,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,809,ASTM D5293,Динамическая вязкость CCS -20°C,809.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,01987.25,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1338,ASTM D5293,Динамическая вязкость CCS -25°C,1338.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,01987.25,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,2338,ASTM D5293,Динамическая вязкость CCS -30°C,2338.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,01987.25,"Индекс вязкости, ГОСТ 25371",–,115,ГОСТ 25371,Индекс вязкости,115.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,01987.25,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,22.35,ASTM D445,"Кинематическая вязкость, при 40°C",22.35,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,01987.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.51,ASTM D445,"Кинематическая вязкость, при 100°C",4.51,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,01987.25,"Плотность при 15°С, ASTM D4052",кг/м³,843.7,ASTM D4052,Плотность при 15°С,843.7,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,01987.25,"Плотность при 20°С, ASTM D4052",кг/м³,840.6,ASTM D4052,Плотность при 20°С,840.6,CCCCCCCCCCCCCCCCCCCC
Депрессорная_присадка_2,п.60 от 12.01.2023,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,3105.3,ASTM D445,"Кинематическая вязкость, при 40°C",3105.3,CC(=C)C(=O)OCCCCCCCCCCCC
Депрессорная_присадка_2,п.60 от 12.01.2023,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,300,ASTM D445,"Кинематическая вязкость, при 100°C",300.0,CC(=C)C(=O)OCCCCCCCCCCCC
Противоизносная_присадка_19,03113.24,,,,No Method,nan,,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Базовое_масло_2,02425.24,"Индекс вязкости, ГОСТ 25371",–,95,ГОСТ 25371,Индекс вязкости,95.0,CCCCCCCCCCCCCCCCCCCC
